id,name,literal,area,IP,read group,write group,value,command,device,comment,other groups
544,-,-,Auditorios,192.168.6.254,2/0/13,,,on/off,1.1.19,19,
545,-,-,Auditorios,192.168.6.254,2/0/14,,,on/off,1.1.19,19,
546,-,-,Auditorios,192.168.6.254,2/0/15,23/7/1,,on/off,1.1.19,19,
547,-,-,Auditorios,192.168.6.254,4/1/0,,,on/off,1.1.20,20,
548,-,-,Auditorios,192.168.6.254,4/1/1,,,on/off,1.1.20,20,
549,-,-,Auditorios,192.168.6.254,4/1/2,,,on/off,1.1.20,20,
550,-,-,Auditorios,192.168.6.254,4/1/3,,,on/off,1.1.20,20,
551,-,-,Auditorios,192.168.6.254,5/2/0,,,on/off,1.1.21,21,
552,-,-,Auditorios,192.168.6.254,5/2/1,,,on/off,1.1.21,21,
553,-,-,Auditorios,192.168.6.254,5/3/0,5/3/12,,on/off,1.1.22,22,
554,-,-,Auditorios,192.168.6.254,5/3/1,5/3/13,,on/off,1.1.22,22,
555,-,-,Auditorios,192.168.6.254,5/3/2,5/3/14,,on/off,1.1.22,22,
556,-,-,Auditorios,192.168.6.254,5/3/3,5/3/15,,on/off,1.1.22,22,
557,-,-,Auditorios,192.168.6.254,5/3/4,5/3/16,,on/off,1.1.22,22,
558,-,-,Auditorios,192.168.6.254,5/3/5,5/3/17,,on/off,1.1.22,22,
559,-,-,Auditorios,192.168.6.254,5/3/6,5/3/18,,on/off,1.1.22,22,
560,-,-,Auditorios,192.168.6.254,5/3/7,5/3/19,,on/off,1.1.22,22,
561,-,-,Auditorios,192.168.6.254,5/3/12,5/3/0,,on/off,1.1.23,23,
562,-,-,Auditorios,192.168.6.254,5/3/13,5/3/1,,on/off,1.1.23,23,
563,-,-,Auditorios,192.168.6.254,5/3/14,5/3/2,,on/off,1.1.23,23,
564,-,-,Auditorios,192.168.6.254,5/3/15,5/3/3,,on/off,1.1.23,23,
565,-,-,Auditorios,192.168.6.254,5/3/16,5/3/4,,on/off,1.1.23,23,
566,-,-,Auditorios,192.168.6.254,5/3/17,5/3/5,,on/off,1.1.23,23,
567,-,-,Auditorios,192.168.6.254,5/3/18,5/3/6,,on/off,1.1.23,23,
568,-,-,Auditorios,192.168.6.254,5/3/19,5/3/7,,on/off,1.1.23,23,
569,-,-,Auditorios,192.168.6.254,5/4/0,,,on/off,1.1.24,24,
570,-,-,Auditorios,192.168.6.254,5/4/1,,,on/off,1.1.24,24,
571,-,-,Auditorios,192.168.6.254,5/4/2,,,on/off,1.1.25,25,
572,-,-,Auditorios,192.168.6.254,5/4/3,,,on/off,1.1.25,25,
573,-,-,Auditorios,192.168.6.254,5/4/4,,,on/off,1.1.25,25,
574,-,-,Auditorios,192.168.6.254,5/4/5,,,on/off,1.1.25,25,
575,-,-,Auditorios,192.168.6.254,5/3/4,5/4/6,,on/off,1.1.25,25,
576,-,-,Auditorios,192.168.6.254,5/3/5,5/4/7,,on/off,1.1.25,25,
577,-,-,Auditorios,192.168.6.254,5/3/6,5/4/8,,on/off,1.1.25,25,
578,-,-,Auditorios,192.168.6.254,5/4/9,,,on/off,1.1.25,25,
579,-,-,Auditorios,192.168.6.254,5/0/28,,,on/off,1.1.25,25,
580,-,-,Auditorios,192.168.6.254,5/4/11,,,on/off,1.1.25,25,
581,-,-,Auditorios,192.168.6.254,5/4/12,,,on/off,1.1.25,25,
582,-,-,Auditorios,192.168.6.254,5/4/13,,,on/off,1.1.25,25,
583,-,-,Auditorios,192.168.6.254,5/5/0,,,on/off,1.1.26,26,
584,-,-,Auditorios,192.168.6.254,5/5/1,,,on/off,1.1.26,26,
585,-,-,Auditorios,192.168.6.254,5/5/2,,,on/off,1.1.26,26,
586,-,-,Auditorios,192.168.6.254,5/5/3,,,on/off,1.1.26,26,
587,-,-,Auditorios,192.168.6.254,5/0/28,5/5/4,,on/off,1.1.26,26,
588,-,-,Auditorios,192.168.6.254,5/5/5,,,on/off,1.1.26,26,
589,-,-,Auditorios,192.168.6.254,5/5/6,,,on/off,1.1.26,26,
590,-,-,Auditorios,192.168.6.254,5/5/7,,,on/off,1.1.26,26,
591,-,-,Auditorios,192.168.6.254,5/5/12,,,on/off,1.1.27,27,
592,-,-,Auditorios,192.168.6.254,5/5/13,,,on/off,1.1.27,27,
593,-,-,Auditorios,192.168.6.254,5/5/14,,,on/off,1.1.27,27,
594,-,-,Auditorios,192.168.6.254,5/5/15,,,on/off,1.1.27,27,
595,-,-,Auditorios,192.168.6.254,5/0/28,5/5/16,,on/off,1.1.27,27,
596,-,-,Auditorios,192.168.6.254,5/5/17,,,on/off,1.1.27,27,
597,-,-,Auditorios,192.168.6.254,5/5/18,,,on/off,1.1.27,27,
598,-,-,Auditorios,192.168.6.254,5/5/19,,,on/off,1.1.27,27,
599,-,-,Auditorios,192.168.6.254,5/3/16,3/0/0,,on/off,1.1.28,28,5/3/4 5/4/6 23/7/1
600,-,-,Auditorios,192.168.6.254,5/3/16,3/0/1,,on/off,1.1.28,28,5/3/4 5/4/6 23/7/1
601,-,-,Auditorios,192.168.6.254,5/3/16,3/0/2,,on/off,1.1.28,28,5/3/4 5/4/6 23/7/1
602,-,-,Auditorios,192.168.6.254,5/3/16,3/0/1,,on/off,1.1.28,28,3/0/3 5/3/4 5/4/6 23/7/1
603,-,-,Auditorios,192.168.6.254,5/3/16,3/0/4,,on/off,1.1.28,28,5/3/4 5/4/6 23/7/1
604,-,-,Auditorios,192.168.6.254,5/3/16,3/0/5,,on/off,1.1.28,28,5/3/4 5/4/6 23/7/1
605,-,-,Auditorios,192.168.6.254,5/3/17,3/0/6,,on/off,1.1.28,28,5/3/5 5/4/7 23/7/1
606,-,-,Auditorios,192.168.6.254,5/3/17,3/0/7,,on/off,1.1.28,28,5/3/5 5/4/7 23/7/1
607,-,-,Auditorios,192.168.6.254,5/3/18,3/0/8,,on/off,1.1.28,28,5/3/6 5/4/8 23/7/1
608,-,-,Auditorios,192.168.6.254,5/3/18,3/0/9,,on/off,1.1.28,28,5/3/6 5/4/8 23/7/1
609,-,-,Auditorios,192.168.6.254,5/3/18,3/0/10,,on/off,1.1.28,28,5/3/6 5/4/8 23/7/1
610,-,-,Auditorios,192.168.6.254,5/3/18,3/0/11,,on/off,1.1.28,28,5/3/6 5/4/8 23/7/1
611,-,-,Auditorios,192.168.6.254,5/3/18,3/0/12,,on/off,1.1.28,28,5/3/6 5/4/8 23/7/1
612,-,-,Auditorios,192.168.6.254,5/3/18,3/0/13,,on/off,1.1.28,28,5/3/6 5/4/8 23/7/1
613,-,-,Auditorios,192.168.6.254,5/3/18,3/0/14,,on/off,1.1.28,28,5/3/6 5/4/7 23/7/1
614,-,-,Auditorios,192.168.6.254,3/0/15,5/4/9,,on/off,1.1.28,28,23/7/1
615,-,-,Auditorios,192.168.6.254,3/1/0,5/4/9,,on/off,1.1.29,29,23/7/1
616,-,-,Auditorios,192.168.6.254,3/1/1,5/4/9,,on/off,1.1.29,29,23/7/1
617,-,-,Auditorios,192.168.6.254,3/1/2,5/4/9,,on/off,1.1.29,29,23/7/1
618,-,-,Auditorios,192.168.6.254,3/1/3,5/0/28,,on/off,1.1.29,29,23/7/1
619,-,-,Auditorios,192.168.6.254,3/1/4,5/4/8,,on/off,1.1.29,29,23/7/1
620,-,-,Auditorios,192.168.6.254,3/1/5,5/4/8,,on/off,1.1.29,29,23/7/1
621,-,-,Auditorios,192.168.6.254,3/1/6,5/0/28,,on/off,1.1.29,29,23/7/1
622,-,-,Auditorios,192.168.6.254,3/1/7,5/0/28,,on/off,1.1.29,29,23/7/1
623,-,-,Auditorios,192.168.6.254,8/1/0,,,on/off,1.1.32,32,
624,-,-,Auditorios,192.168.6.254,8/1/1,,,on/off,1.1.32,32,
625,-,-,Auditorios,192.168.6.254,8/1/2,,,on/off,1.1.32,32,
626,-,-,Auditorios,192.168.6.254,8/1/3,,,on/off,1.1.32,32,
627,-,-,Auditorios,192.168.6.254,8/1/4,,,on/off,1.1.32,32,
628,-,-,Auditorios,192.168.6.254,8/1/5,,,on/off,1.1.32,32,
629,-,-,Auditorios,192.168.6.254,8/1/6,,,on/off,1.1.32,32,
630,-,-,Auditorios,192.168.6.254,8/1/7,,,on/off,1.1.32,32,
631,-,-,Auditorios,192.168.6.254,8/1/8,,,on/off,1.1.32,32,
632,-,-,Auditorios,192.168.6.254,8/1/9,,,on/off,1.1.32,32,
633,-,-,Auditorios,192.168.6.254,8/1/10,,,on/off,1.1.32,32,
634,-,-,Auditorios,192.168.6.254,8/1/11,,,on/off,1.1.32,32,
635,-,-,Auditorios,192.168.6.254,8/1/12,,,on/off,1.1.32,32,
636,-,-,Auditorios,192.168.6.254,8/1/13,,,on/off,1.1.32,32,
637,-,-,Auditorios,192.168.6.254,8/1/14,,,on/off,1.1.32,32,
638,-,-,Auditorios,192.168.6.254,8/1/15,,,on/off,1.1.32,32,
639,-,-,Auditorios,192.168.6.254,8/1/16,,,on/off,1.1.32,32,
640,-,-,Auditorios,192.168.6.254,8/1/17,,,on/off,1.1.32,32,
641,-,-,Auditorios,192.168.6.254,8/1/18,,,on/off,1.1.32,32,
642,-,-,Auditorios,192.168.6.254,8/1/19,,,on/off,1.1.32,32,
643,-,-,Auditorios,192.168.6.254,8/1/20,,,on/off,1.1.32,32,
644,-,-,Auditorios,192.168.6.254,8/1/21,,,on/off,1.1.32,32,
645,-,-,Auditorios,192.168.6.254,8/1/22,,,on/off,1.1.32,32,
646,-,-,Auditorios,192.168.6.254,8/1/23,,,on/off,1.1.32,32,
647,-,-,Auditorios,192.168.6.254,8/1/24,,,on/off,1.1.32,32,
648,-,-,Auditorios,192.168.6.254,8/1/25,,,on/off,1.1.32,32,
649,-,-,Auditorios,192.168.6.254,8/1/26,,,on/off,1.1.32,32,
650,-,-,Auditorios,192.168.6.254,8/1/27,,,on/off,1.1.32,32,
651,-,-,Auditorios,192.168.6.254,8/1/28,,,on/off,1.1.32,32,
652,-,-,Auditorios,192.168.6.254,8/1/29,,,on/off,1.1.32,32,
653,-,-,Auditorios,192.168.6.254,8/1/30,,,on/off,1.1.32,32,
654,-,-,Auditorios,192.168.6.254,8/1/31,,,on/off,1.1.32,32,
655,-,-,Auditorios,192.168.6.254,8/1/32,,,on/off,1.1.32,32,
656,-,-,Auditorios,192.168.6.254,8/1/33,,,on/off,1.1.32,32,
657,-,-,Auditorios,192.168.6.254,8/1/34,,,on/off,1.1.32,32,
658,-,-,Auditorios,192.168.6.254,8/1/35,,,on/off,1.1.32,32,
659,-,-,Auditorios,192.168.6.254,8/1/36,,,on/off,1.1.32,32,
660,-,-,Auditorios,192.168.6.254,8/1/37,,,on/off,1.1.32,32,
661,-,-,Auditorios,192.168.6.254,8/1/38,,,on/off,1.1.32,32,
662,-,-,Auditorios,192.168.6.254,8/1/39,,,on/off,1.1.32,32,
663,-,-,Auditorios,192.168.6.254,8/1/40,,,on/off,1.1.32,32,
664,-,-,Auditorios,192.168.6.254,8/1/41,,,on/off,1.1.32,32,
665,-,-,Auditorios,192.168.6.254,8/1/42,,,on/off,1.1.32,32,
666,-,-,Auditorios,192.168.6.254,8/1/43,,,on/off,1.1.32,32,
667,-,-,Auditorios,192.168.6.254,8/1/44,,,on/off,1.1.32,32,
668,-,-,Auditorios,192.168.6.254,8/1/45,,,on/off,1.1.32,32,
669,-,-,Auditorios,192.168.6.254,8/1/46,,,on/off,1.1.32,32,
670,-,-,Auditorios,192.168.6.254,8/1/47,,,on/off,1.1.32,32,
671,-,-,Auditorios,192.168.6.254,8/1/48,,,on/off,1.1.32,32,
672,-,-,Auditorios,192.168.6.254,8/1/49,,,on/off,1.1.32,32,
673,-,-,Auditorios,192.168.6.254,8/2/0,,,on/off,1.1.33,33,
674,-,-,Auditorios,192.168.6.254,8/2/1,,,on/off,1.1.33,33,
675,-,-,Auditorios,192.168.6.254,8/2/2,,,on/off,1.1.33,33,
676,-,-,Auditorios,192.168.6.254,8/2/3,,,on/off,1.1.33,33,
677,-,-,Auditorios,192.168.6.254,8/2/4,,,on/off,1.1.33,33,
678,-,-,Auditorios,192.168.6.254,8/2/5,,,on/off,1.1.33,33,
679,-,-,Auditorios,192.168.6.254,8/2/6,,,on/off,1.1.33,33,
680,-,-,Auditorios,192.168.6.254,8/2/7,,,on/off,1.1.33,33,
681,-,-,Auditorios,192.168.6.254,8/2/8,,,on/off,1.1.33,33,
682,-,-,Auditorios,192.168.6.254,8/2/9,,,on/off,1.1.33,33,
683,-,-,Auditorios,192.168.6.254,8/2/10,,,on/off,1.1.33,33,
684,-,-,Auditorios,192.168.6.254,8/2/11,,,on/off,1.1.33,33,
685,-,-,Auditorios,192.168.6.254,8/2/12,,,on/off,1.1.33,33,
686,-,-,Auditorios,192.168.6.254,8/2/13,,,on/off,1.1.33,33,
687,-,-,Auditorios,192.168.6.254,8/2/14,,,on/off,1.1.33,33,
688,-,-,Auditorios,192.168.6.254,8/2/15,,,on/off,1.1.33,33,
689,-,-,Auditorios,192.168.6.254,8/2/16,,,on/off,1.1.33,33,
690,-,-,Auditorios,192.168.6.254,8/2/17,,,on/off,1.1.33,33,
691,-,-,Auditorios,192.168.6.254,8/2/18,,,on/off,1.1.33,33,
692,-,-,Auditorios,192.168.6.254,8/2/19,,,on/off,1.1.33,33,
693,-,-,Auditorios,192.168.6.254,8/2/20,,,on/off,1.1.33,33,
694,-,-,Auditorios,192.168.6.254,8/2/21,,,on/off,1.1.33,33,
695,-,-,Auditorios,192.168.6.254,8/2/22,,,on/off,1.1.33,33,
696,-,-,Auditorios,192.168.6.254,8/2/23,,,on/off,1.1.33,33,
697,-,-,Auditorios,192.168.6.254,8/2/24,,,on/off,1.1.33,33,
698,-,-,Auditorios,192.168.6.254,8/2/25,,,on/off,1.1.33,33,
699,-,-,Auditorios,192.168.6.254,8/2/26,,,on/off,1.1.33,33,
700,-,-,Auditorios,192.168.6.254,8/2/27,,,on/off,1.1.33,33,
701,-,-,Auditorios,192.168.6.254,8/2/28,,,on/off,1.1.33,33,
702,-,-,Auditorios,192.168.6.254,8/2/29,,,on/off,1.1.33,33,
703,-,-,Auditorios,192.168.6.254,8/2/30,,,on/off,1.1.33,33,
704,-,-,Auditorios,192.168.6.254,8/2/31,,,on/off,1.1.33,33,
705,-,-,Auditorios,192.168.6.254,8/2/32,,,on/off,1.1.33,33,
706,-,-,Auditorios,192.168.6.254,8/2/33,,,on/off,1.1.33,33,
707,-,-,Auditorios,192.168.6.254,8/2/34,,,on/off,1.1.33,33,
708,-,-,Auditorios,192.168.6.254,8/2/35,,,on/off,1.1.33,33,
709,-,-,Auditorios,192.168.6.254,8/2/36,,,on/off,1.1.33,33,
710,-,-,Auditorios,192.168.6.254,8/2/37,,,on/off,1.1.33,33,
711,-,-,Auditorios,192.168.6.254,8/2/38,,,on/off,1.1.33,33,
712,-,-,Auditorios,192.168.6.254,8/2/39,,,on/off,1.1.33,33,
713,-,-,Auditorios,192.168.6.254,8/2/40,,,on/off,1.1.33,33,
714,-,-,Auditorios,192.168.6.254,8/2/41,,,on/off,1.1.33,33,
715,-,-,Auditorios,192.168.6.254,8/2/42,,,on/off,1.1.33,33,
716,-,-,Auditorios,192.168.6.254,8/2/43,,,on/off,1.1.33,33,
717,-,-,Auditorios,192.168.6.254,8/2/44,,,on/off,1.1.33,33,
718,-,-,Auditorios,192.168.6.254,8/2/45,,,on/off,1.1.33,33,
719,-,-,Auditorios,192.168.6.254,8/2/46,,,on/off,1.1.33,33,
720,-,-,Auditorios,192.168.6.254,8/2/47,,,on/off,1.1.33,33,
721,-,-,Auditorios,192.168.6.254,8/2/48,,,on/off,1.1.33,33,
722,-,-,Auditorios,192.168.6.254,8/2/49,,,on/off,1.1.33,33,
723,-,-,Auditorios,192.168.6.254,8/0/0,,,on/off,1.1.34,34,
724,-,-,Auditorios,192.168.6.254,8/0/1,,,on/off,1.1.34,34,
725,-,-,Auditorios,192.168.6.254,8/0/2,,,on/off,1.1.34,34,
726,-,-,Auditorios,192.168.6.254,8/0/3,,,on/off,1.1.34,34,
727,-,-,Auditorios,192.168.6.254,8/0/4,,,on/off,1.1.34,34,
728,-,-,Auditorios,192.168.6.254,8/0/5,,,on/off,1.1.34,34,
729,-,-,Auditorios,192.168.6.254,8/0/6,,,on/off,1.1.34,34,
730,-,-,Auditorios,192.168.6.254,8/0/7,,,on/off,1.1.34,34,
731,-,-,Auditorios,192.168.6.254,8/0/8,,,on/off,1.1.34,34,
732,-,-,Auditorios,192.168.6.254,8/0/9,,,on/off,1.1.34,34,
733,-,-,Auditorios,192.168.6.254,8/0/10,,,on/off,1.1.34,34,
734,-,-,Auditorios,192.168.6.254,8/0/11,,,on/off,1.1.34,34,
735,-,-,Auditorios,192.168.6.254,8/0/12,,,on/off,1.1.34,34,
736,-,-,Auditorios,192.168.6.254,8/0/13,,,on/off,1.1.34,34,
737,-,-,Auditorios,192.168.6.254,8/0/14,,,on/off,1.1.34,34,
738,-,-,Auditorios,192.168.6.254,8/0/15,,,on/off,1.1.34,34,
739,-,-,Auditorios,192.168.6.254,8/0/16,,,on/off,1.1.34,34,
740,-,-,Auditorios,192.168.6.254,8/0/17,,,on/off,1.1.34,34,
741,-,-,Auditorios,192.168.6.254,8/0/18,,,on/off,1.1.34,34,
742,-,-,Auditorios,192.168.6.254,8/0/19,,,on/off,1.1.34,34,
743,-,-,Auditorios,192.168.6.254,8/0/20,,,on/off,1.1.34,34,
744,-,-,Auditorios,192.168.6.254,8/0/21,,,on/off,1.1.34,34,
745,-,-,Auditorios,192.168.6.254,8/0/22,,,on/off,1.1.34,34,
746,-,-,Auditorios,192.168.6.254,8/0/23,,,on/off,1.1.34,34,
747,-,-,Auditorios,192.168.6.254,8/0/24,,,on/off,1.1.34,34,
748,-,-,Auditorios,192.168.6.254,8/0/25,,,on/off,1.1.34,34,
749,-,-,Auditorios,192.168.6.254,8/0/26,,,on/off,1.1.34,34,
750,-,-,Auditorios,192.168.6.254,8/0/27,,,on/off,1.1.34,34,
751,-,-,Auditorios,192.168.6.254,8/0/28,,,on/off,1.1.34,34,
752,-,-,Auditorios,192.168.6.254,8/0/29,,,on/off,1.1.34,34,
753,-,-,Auditorios,192.168.6.254,8/0/30,,,on/off,1.1.34,34,
754,-,-,Auditorios,192.168.6.254,8/0/31,,,on/off,1.1.34,34,
755,-,-,Auditorios,192.168.6.254,8/0/32,,,on/off,1.1.34,34,
756,-,-,Auditorios,192.168.6.254,8/0/33,,,on/off,1.1.34,34,
757,-,-,Auditorios,192.168.6.254,8/0/34,,,on/off,1.1.34,34,
758,-,-,Auditorios,192.168.6.254,8/0/35,,,on/off,1.1.34,34,
759,-,-,Auditorios,192.168.6.254,8/0/36,,,on/off,1.1.34,34,
760,-,-,Auditorios,192.168.6.254,8/0/37,,,on/off,1.1.34,34,
761,-,-,Auditorios,192.168.6.254,8/0/38,,,on/off,1.1.34,34,
762,-,-,Auditorios,192.168.6.254,8/0/39,,,on/off,1.1.34,34,
763,-,-,Auditorios,192.168.6.254,8/0/40,,,on/off,1.1.34,34,
764,-,-,Auditorios,192.168.6.254,8/0/41,,,on/off,1.1.34,34,
765,-,-,Auditorios,192.168.6.254,8/0/42,,,on/off,1.1.34,34,
766,-,-,Auditorios,192.168.6.254,8/0/43,,,on/off,1.1.34,34,
767,-,-,Auditorios,192.168.6.254,8/0/44,,,on/off,1.1.34,34,
768,-,-,Auditorios,192.168.6.254,8/0/45,,,on/off,1.1.34,34,
769,-,-,Auditorios,192.168.6.254,8/0/46,,,on/off,1.1.34,34,
770,-,-,Auditorios,192.168.6.254,8/0/47,,,on/off,1.1.34,34,
771,-,-,Auditorios,192.168.6.254,8/0/48,,,on/off,1.1.34,34,
772,-,-,Auditorios,192.168.6.254,8/0/49,,,on/off,1.1.34,34,
773,-,-,Auditorios,192.168.6.254,8/0/0,,,on/off,1.1.35,35,
774,-,-,Auditorios,192.168.6.254,8/0/1,,,on/off,1.1.35,35,
775,-,-,Auditorios,192.168.6.254,8/0/2,,,on/off,1.1.35,35,
776,-,-,Auditorios,192.168.6.254,8/0/3,,,on/off,1.1.35,35,
777,-,-,Auditorios,192.168.6.254,8/0/4,,,on/off,1.1.35,35,
778,-,-,Auditorios,192.168.6.254,8/0/5,,,on/off,1.1.35,35,
779,-,-,Auditorios,192.168.6.254,8/0/6,,,on/off,1.1.35,35,
780,-,-,Auditorios,192.168.6.254,8/0/7,,,on/off,1.1.35,35,
781,-,-,Auditorios,192.168.6.254,8/0/8,,,on/off,1.1.35,35,
782,-,-,Auditorios,192.168.6.254,8/0/9,,,on/off,1.1.35,35,
783,-,-,Auditorios,192.168.6.254,8/0/10,,,on/off,1.1.35,35,
784,-,-,Auditorios,192.168.6.254,8/0/11,,,on/off,1.1.35,35,
785,-,-,Auditorios,192.168.6.254,8/0/12,,,on/off,1.1.35,35,
786,-,-,Auditorios,192.168.6.254,8/0/13,,,on/off,1.1.35,35,
787,-,-,Auditorios,192.168.6.254,8/0/14,,,on/off,1.1.35,35,
788,-,-,Auditorios,192.168.6.254,8/0/15,,,on/off,1.1.35,35,
789,-,-,Auditorios,192.168.6.254,8/0/16,,,on/off,1.1.35,35,
790,-,-,Auditorios,192.168.6.254,8/0/17,,,on/off,1.1.35,35,
791,-,-,Auditorios,192.168.6.254,8/0/18,,,on/off,1.1.35,35,
792,-,-,Auditorios,192.168.6.254,8/0/19,,,on/off,1.1.35,35,
793,-,-,Auditorios,192.168.6.254,8/0/20,,,on/off,1.1.35,35,
794,-,-,Auditorios,192.168.6.254,8/0/21,,,on/off,1.1.35,35,
795,-,-,Auditorios,192.168.6.254,8/0/22,,,on/off,1.1.35,35,
796,-,-,Auditorios,192.168.6.254,8/0/23,,,on/off,1.1.35,35,
797,-,-,Auditorios,192.168.6.254,8/0/24,,,on/off,1.1.35,35,
798,-,-,Auditorios,192.168.6.254,8/0/25,,,on/off,1.1.35,35,
799,-,-,Auditorios,192.168.6.254,8/0/26,,,on/off,1.1.35,35,
800,-,-,Auditorios,192.168.6.254,8/0/27,,,on/off,1.1.35,35,
801,-,-,Auditorios,192.168.6.254,8/0/28,,,on/off,1.1.35,35,
802,-,-,Auditorios,192.168.6.254,8/0/29,,,on/off,1.1.35,35,
803,-,-,Auditorios,192.168.6.254,8/0/30,,,on/off,1.1.35,35,
804,-,-,Auditorios,192.168.6.254,8/0/31,,,on/off,1.1.35,35,
805,-,-,Auditorios,192.168.6.254,8/0/32,,,on/off,1.1.35,35,
806,-,-,Auditorios,192.168.6.254,8/0/33,,,on/off,1.1.35,35,
807,-,-,Auditorios,192.168.6.254,8/0/34,,,on/off,1.1.35,35,
808,-,-,Auditorios,192.168.6.254,8/0/35,,,on/off,1.1.35,35,
809,-,-,Auditorios,192.168.6.254,8/0/36,,,on/off,1.1.35,35,
810,-,-,Auditorios,192.168.6.254,8/0/37,,,on/off,1.1.35,35,
811,-,-,Auditorios,192.168.6.254,8/0/38,,,on/off,1.1.35,35,
812,-,-,Auditorios,192.168.6.254,8/0/39,,,on/off,1.1.35,35,
813,-,-,Auditorios,192.168.6.254,8/0/40,,,on/off,1.1.35,35,
814,-,-,Auditorios,192.168.6.254,8/0/41,,,on/off,1.1.35,35,
815,-,-,Auditorios,192.168.6.254,8/0/42,,,on/off,1.1.35,35,
816,-,-,Auditorios,192.168.6.254,8/0/43,,,on/off,1.1.35,35,
817,-,-,Auditorios,192.168.6.254,8/0/44,,,on/off,1.1.35,35,
818,-,-,Auditorios,192.168.6.254,8/0/45,,,on/off,1.1.35,35,
819,-,-,Auditorios,192.168.6.254,8/0/46,,,on/off,1.1.35,35,
820,-,-,Auditorios,192.168.6.254,8/0/47,,,on/off,1.1.35,35,
821,-,-,Auditorios,192.168.6.254,8/0/48,,,on/off,1.1.35,35,
822,-,-,Auditorios,192.168.6.254,8/0/49,,,on/off,1.1.35,35,
