id,name,literal,area,IP,read group,write group,value,command,device,comment,other groups
269,unknown,Control Domotico,Sala vip,192.168.4.214,2/3/0,,,on/off,interruptorCafe,,
270,unknown,Control Domotico,Sala vip,192.168.4.214,2/3/2,,,on/off,interruptorCafe,,
271,unknown,Control Domotico,Sala vip,192.168.4.214,2/3/1,,,on/off,interruptorCafe,,
272,unknown,Control Domotico,Sala vip,192.168.4.214,2/3/3,,,on/off,interruptorCafe,,
273,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/0,,,on/off,14,,
274,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/1,,,on/off,14,,
275,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/2,,,on/off,14,,
276,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/3,,,on/off,14,,
277,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/4,,,on/off,14,,
278,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/5,,,on/off,14,,
279,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/6,,,on/off,14,,
280,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/7,,,on/off,14,,
281,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/8,,,on/off,14,,
282,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/9,,,on/off,14,,
283,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/10,,,on/off,14,,
284,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/11,,,on/off,14,,
285,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/12,,,on/off,14,,
286,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/13,,,on/off,14,,
287,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/14,,,on/off,14,,
288,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/15,,,on/off,14,,
289,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/16,,,on/off,14,,
290,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/17,,,on/off,14,,
291,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/18,,,on/off,14,,
292,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/19,,,on/off,14,,
293,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/20,,,on/off,14,,
294,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/21,,,on/off,14,,
295,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/22,,,on/off,14,,
296,unknown,Control Domotico,Sala vip,192.168.4.214,7/0/23,,,on/off,14,,
297,unknown,Control Domotico,Sala vip,192.168.4.214,2/2/0,,,on/off,interruptorDescanso,,
298,unknown,Control Domotico,Sala vip,192.168.4.214,2/2/2,,,on/off,interruptorDescanso,,
299,unknown,Control Domotico,Sala vip,192.168.4.214,2/2/1,,,on/off,interruptorDescanso,,
300,unknown,Control Domotico,Sala vip,192.168.4.214,2/2/3,,,on/off,interruptorDescanso,,
301,unknown,Control Domotico,Sala vip,192.168.4.214,23/7/2,,,on/off,ms04,,
302,unknown,Control Domotico,Sala vip,192.168.4.214,23/7/1,,,on/off,ms04,,
303,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/0,,,on/off,21,,
304,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/1,,,on/off,21,,
305,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/2,,,on/off,21,,
306,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/3,,,on/off,21,,
307,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/4,,,on/off,21,,
308,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/5,,,on/off,21,,
309,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/6,,,on/off,21,,
310,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/7,,,on/off,21,,
311,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/8,,,on/off,21,,
312,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/9,,,on/off,21,,
313,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/10,,,on/off,21,,
314,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/11,,,on/off,21,,
315,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/12,,,on/off,21,,
316,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/13,,,on/off,21,,
317,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/14,,,on/off,21,,
318,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/15,,,on/off,21,,
319,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/16,,,on/off,21,,
320,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/17,,,on/off,21,,
321,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/18,,,on/off,21,,
322,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/19,,,on/off,21,,
323,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/20,,,on/off,21,,
324,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/21,,,on/off,21,,
325,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/22,,,on/off,21,,
326,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/23,,,on/off,21,,
327,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/24,,,on/off,21,,
328,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/25,,,on/off,21,,
329,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/26,,,on/off,21,,
330,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/27,,,on/off,21,,
331,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/28,,,on/off,21,,
332,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/29,,,on/off,21,,
333,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/30,,,on/off,21,,
334,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/31,,,on/off,21,,
335,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/32,,,on/off,21,,
336,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/33,,,on/off,21,,
337,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/34,,,on/off,21,,
338,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/35,,,on/off,21,,
339,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/36,,,on/off,21,,
340,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/37,,,on/off,21,,
341,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/38,,,on/off,21,,
342,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/39,,,on/off,21,,
343,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/40,,,on/off,21,,
344,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/41,,,on/off,21,,
345,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/42,,,on/off,21,,
346,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/43,,,on/off,21,,
347,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/44,,,on/off,21,,
348,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/45,,,on/off,21,,
349,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/46,,,on/off,21,,
350,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/47,,,on/off,21,,
351,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/48,,,on/off,21,,
352,unknown,Control Domotico,Sala vip,192.168.4.214,8/0/49,,,on/off,21,,
353,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/0,,,on/off,45,,
354,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/1,,,on/off,45,,
355,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/2,,,on/off,45,,
356,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/3,,,on/off,45,,
357,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/4,,,on/off,45,,
358,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/5,,,on/off,45,,
359,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/6,,,on/off,45,,
360,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/7,,,on/off,45,,
361,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/8,,,on/off,45,,
362,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/9,,,on/off,45,,
363,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/10,,,on/off,45,,
364,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/11,,,on/off,45,,
365,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/12,,,on/off,45,,
366,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/13,,,on/off,45,,
367,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/14,,,on/off,45,,
368,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/15,,,on/off,45,,
369,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/16,,,on/off,45,,
370,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/17,,,on/off,45,,
371,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/18,,,on/off,45,,
372,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/19,,,on/off,45,,
373,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/20,,,on/off,45,,
374,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/21,,,on/off,45,,
375,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/22,,,on/off,45,,
376,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/23,,,on/off,45,,
377,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/24,,,on/off,45,,
378,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/25,,,on/off,45,,
379,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/26,,,on/off,45,,
380,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/27,,,on/off,45,,
381,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/28,,,on/off,45,,
382,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/29,,,on/off,45,,
383,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/30,,,on/off,45,,
384,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/31,,,on/off,45,,
385,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/32,,,on/off,45,,
386,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/33,,,on/off,45,,
387,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/34,,,on/off,45,,
388,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/35,,,on/off,45,,
389,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/36,,,on/off,45,,
390,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/37,,,on/off,45,,
391,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/38,,,on/off,45,,
392,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/39,,,on/off,45,,
393,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/40,,,on/off,45,,
394,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/41,,,on/off,45,,
395,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/42,,,on/off,45,,
396,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/43,,,on/off,45,,
397,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/44,,,on/off,45,,
398,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/45,,,on/off,45,,
399,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/46,,,on/off,45,,
400,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/47,,,on/off,45,,
401,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/48,,,on/off,45,,
402,unknown,Control Domotico,Sala vip,192.168.4.214,8/1/49,,,on/off,45,,
403,unknown,Control Domotico,Plaza comidas,192.168.2.86,2/0/0,,,on/off,input4channel,,
404,unknown,Control Domotico,Plaza comidas,192.168.2.86,2/0/1,,,on/off,input4channel,,
405,unknown,Control Domotico,Plaza comidas,192.168.2.86,2/0/2,,,on/off,input4channel,,
406,unknown,Control Domotico,Plaza comidas,192.168.2.86,2/0/3,,,on/off,input4channel,,
407,unknown,Control Domotico,Plaza comidas,192.168.2.86,2/0/4,,,on/off,input4channel,,
408,unknown,Control Domotico,Plaza comidas,192.168.2.86,2/0/5,,,on/off,input4channel,,
409,unknown,Control Domotico,Plaza comidas,192.168.2.86,2/0/6,,,on/off,input4channel,,
410,unknown,Control Domotico,Plaza comidas,192.168.2.86,2/0/7,,,on/off,input4channel,,
411,unknown,Control Domotico,Plaza comidas,192.168.2.86,3/0/2,,,on/off,timer,,
412,unknown,Control Domotico,Plaza comidas,192.168.2.86,23/7/2,,,on/off,timer,,
413,unknown,Control Domotico,Plaza comidas,192.168.2.86,23/7/0,,,on/off,timer,,
414,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/0/1,1/0/1,,on/off,output12channel,,5/0/0 23/7/1
415,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/0/2,1/0/1,,on/off,output12channel,,5/0/0 23/7/1
416,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/0/3,1/0/1,,on/off,output12channel,,5/0/0 23/7/1
417,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/0/4,1/0/1,,on/off,output12channel,,5/0/0 23/7/1
418,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/0/5,,,on/off,output12channel,,
419,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/0/6,,,on/off,output12channel,,
420,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/0/7,,,on/off,output12channel,,
421,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/0/8,,,on/off,output12channel,,
422,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/0/9,,,on/off,output12channel,,
423,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/0/10,,,on/off,output12channel,,
424,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/0/11,,,on/off,output12channel,,
425,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/0/12,,,on/off,output12channel,,
426,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/1/0,1/0/1,,on/off,output12channel,,5/0/0 23/7/1
427,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/1/1,1/0/1,,on/off,output12channel,,5/0/0 23/7/1
428,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/1/2,1/0/1,,on/off,output12channel,,5/0/2 23/7/1
429,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/1/3,1/0/0,,on/off,output12channel,,5/0/1 23/7/1
430,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/1/4,,,on/off,output12channel,,
431,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/1/5,,,on/off,output12channel,,
432,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/1/6,,,on/off,output12channel,,
433,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/1/7,,,on/off,output12channel,,
434,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/1/8,,,on/off,output12channel,,
435,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/1/9,23/7/3,,on/off,output12channel,,
436,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/1/10,23/7/3,,on/off,output12channel,,
437,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/1/11,,,on/off,output12channel,,
438,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/2/0,1/0/1,,on/off,output4channel,,5/0/0 23/7/1
439,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/2/1,1/0/1,,on/off,output4channel,,5/0/0 23/7/1
440,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/2/2,,,on/off,output4channel,,
441,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/2/3,23/7/0,,on/off,output4channel,,
442,unknown,Control Domotico,Plaza comidas,192.168.2.86,23/7/2,,,on/off,input4channel,,
443,unknown,Control Domotico,Plaza comidas,192.168.2.86,23/7/1,,,on/off,input4channel,,
444,unknown,Control Domotico,Plaza comidas,192.168.2.86,23/7/2,,,on/off,input4channel,,
445,unknown,Control Domotico,Plaza comidas,192.168.2.86,23/7/3,,,on/off,input4channel,,
446,unknown,Control Domotico,Plaza comidas,192.168.2.86,1/0/0,,,on/off,interruptorInteligente,,
447,unknown,Control Domotico,Plaza comidas,192.168.2.86,1/1/0,,,on/off,interruptorInteligente,,
448,unknown,Control Domotico,Plaza comidas,192.168.2.86,1/0/1,,,on/off,interruptorInteligente,,
449,unknown,Control Domotico,Plaza comidas,192.168.2.86,1/1/1,,,on/off,interruptorInteligente,,
450,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/3/0,23/7/3,,on/off,output4channel,,
451,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/3/1,23/7/3,,on/off,output4channel,,
452,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/3/2,23/7/3,,on/off,output4channel,,
453,unknown,Control Domotico,Plaza comidas,192.168.2.86,0/3/3,23/7/3,,on/off,output4channel,,
454,unknown,Control Domotico,Plaza comidas,192.168.2.86,2/1/0,,,on/off,input4channel,,
455,unknown,Control Domotico,Plaza comidas,192.168.2.86,2/1/1,,,on/off,input4channel,,
456,unknown,Control Domotico,Plaza comidas,192.168.2.86,2/1/2,,,on/off,input4channel,,
457,unknown,Control Domotico,Plaza comidas,192.168.2.86,2/1/3,,,on/off,input4channel,,
458,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/1,5/0/3,,on/off,output16channel,,23/7/1
459,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/2,5/0/3,,on/off,output16channel,,23/7/1
460,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/3,5/0/3,,on/off,output16channel,,23/7/1
461,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/4,5/0/0,,on/off,output16channel,,23/7/1
462,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/5,5/0/1,,on/off,output16channel,,23/7/1
463,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/6,5/0/0,,on/off,output16channel,,23/7/1
464,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/7,5/0/1,,on/off,output16channel,,23/7/1
465,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/8,,,on/off,output16channel,,
466,unknown,Control Domotico,Auditorios,192.168.6.254,4/2/4,,,on/off,output16channel,,
467,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/9,5/0/0,,on/off,output16channel,,23/7/1
468,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/10,5/0/0,,on/off,output16channel,,23/7/1
469,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/12,0/0/11,,on/off,output16channel,,5/0/9 5/0/10 5/0/21 5/0/22 5/3/0 23/7/1
470,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/12,5/0/11,,on/off,output16channel,,5/0/23 5/5/3 5/5/15 23/7/1
471,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/13,5/0/0,,on/off,output16channel,,23/7/1
472,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/14,5/0/1,,on/off,output16channel,,23/7/1
473,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/15,5/0/0,,on/off,output16channel,,23/7/1
474,unknown,Control Domotico,Auditorios,192.168.6.254,0/0/16,,,on/off,output16channel,,
475,unknown,Control Domotico,Auditorios,192.168.6.254,0/2/0,5/0/6,,on/off,output8channel,,5/0/18 5/5/1 5/5/13 23/7/1
476,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/2,0/2/1,,on/off,output8channel,,5/0/9 5/0/21 5/2/1 5/3/14 23/7/1
477,unknown,Control Domotico,Auditorios,192.168.6.254,0/2/2,23/7/1,,on/off,output8channel,,
478,unknown,Control Domotico,Auditorios,192.168.6.254,0/2/3,,,on/off,output8channel,,
479,unknown,Control Domotico,Auditorios,192.168.6.254,0/2/4,,,on/off,output8channel,,
480,unknown,Control Domotico,Auditorios,192.168.6.254,0/2/5,23/7/1,,on/off,output8channel,,
481,unknown,Control Domotico,Auditorios,192.168.6.254,0/2/6,5/0/4,,on/off,output8channel,,5/0/16 23/7/1
482,unknown,Control Domotico,Auditorios,192.168.6.254,0/2/7,,,on/off,output8channel,,
483,unknown,Control Domotico,Auditorios,192.168.6.254,23/7/2,,,on/off,input4channel,,
484,unknown,Control Domotico,Auditorios,192.168.6.254,23/7/1,,,on/off,input4channel,,
485,unknown,Control Domotico,Auditorios,192.168.6.254,23/7/2,,,on/off,input4channel,,
486,unknown,Control Domotico,Auditorios,192.168.6.254,23/7/3,,,on/off,input4channel,,
487,unknown,Control Domotico,Auditorios,192.168.6.254,1/0/0,5/0/19,,on/off,output8channel,,23/0/0 23/7/1
488,unknown,Control Domotico,Auditorios,192.168.6.254,1/0/1,5/0/19,,on/off,output8channel,,23/7/1
489,unknown,Control Domotico,Auditorios,192.168.6.254,1/0/2,5/0/19,,on/off,output8channel,,23/0/0 23/7/1
490,unknown,Control Domotico,Auditorios,192.168.6.254,1/0/3,5/0/19,,on/off,output8channel,,23/7/1
491,unknown,Control Domotico,Auditorios,192.168.6.254,1/0/4,23/7/3,,on/off,output8channel,,
492,unknown,Control Domotico,Auditorios,192.168.6.254,1/0/5,23/7/3,,on/off,output8channel,,
493,unknown,Control Domotico,Auditorios,192.168.6.254,1/0/6,23/7/3,,on/off,output8channel,,
494,unknown,Control Domotico,Auditorios,192.168.6.254,1/0/7,,,on/off,output8channel,,
495,unknown,Control Domotico,Auditorios,192.168.6.254,4/0/0,,,on/off,input4channel,,
496,unknown,Control Domotico,Auditorios,192.168.6.254,4/0/1,,,on/off,input4channel,,
497,unknown,Control Domotico,Auditorios,192.168.6.254,4/0/2,,,on/off,input4channel,,
498,unknown,Control Domotico,Auditorios,192.168.6.254,4/0/3,,,on/off,input4channel,,
499,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/0,,,on/off,12,,
500,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/1,,,on/off,12,,
501,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/2,,,on/off,13,,
502,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/3,,,on/off,13,,
503,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/4,,,on/off,14,,
504,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/5,,,on/off,14,,
505,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/6,,,on/off,14,,
506,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/7,,,on/off,14,,
507,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/16,,,on/off,15,,
508,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/17,,,on/off,15,,
509,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/18,,,on/off,15,,
510,unknown,Control Domotico,Auditorios,192.168.6.254,5/0/19,,,on/off,15,,
511,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/0,,,on/off,16,,
512,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/1,,,on/off,16,,
513,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/2,,,on/off,16,,
514,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/3,,,on/off,16,,
515,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/12,,,on/off,17,,
516,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/13,,,on/off,17,,
517,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/14,,,on/off,17,,
518,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/15,,,on/off,17,,
519,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/16,,,on/off,17,,
520,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/17,,,on/off,17,,
521,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/18,,,on/off,17,,
522,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/19,,,on/off,17,,
523,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/24,,,on/off,18,,
524,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/25,,,on/off,18,,
525,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/26,,,on/off,18,,
526,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/27,,,on/off,18,,
527,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/28,,,on/off,18,,
528,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/29,,,on/off,18,,
529,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/30,,,on/off,18,,
530,unknown,Control Domotico,Auditorios,192.168.6.254,5/1/31,,,on/off,18,,
531,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/0,5/1/3,,on/off,19,,5/1/15 23/7/1
532,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/1,5/1/1,,on/off,19,,5/1/13 5/1/25 23/7/1
533,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/2,5/1/3,,on/off,19,,5/1/15 23/7/1
534,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/3,5/1/3,,on/off,19,,5/1/15 23/7/1
535,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/4,5/1/3,,on/off,19,,5/1/15
536,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/5,5/1/0,,on/off,19,,5/1/12 5/1/24 23/7/1
537,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/6,5/1/2,,on/off,19,,5/1/14 5/1/26 23/7/1
538,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/7,5/1/3,,on/off,19,,5/1/15 23/7/1
539,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/8,23/7/3,,on/off,19,,
540,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/9,23/7/3,,on/off,19,,
541,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/10,23/7/3,,on/off,19,,
542,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/11,23/7/3,,on/off,19,,
543,unknown,Control Domotico,Auditorios,192.168.6.254,4/2/3,2/0/12,,on/off,19,,
544,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/13,,,on/off,19,,
545,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/14,,,on/off,19,,
546,unknown,Control Domotico,Auditorios,192.168.6.254,2/0/15,23/7/1,,on/off,19,,
547,unknown,Control Domotico,Auditorios,192.168.6.254,4/1/0,,,on/off,20,,
548,unknown,Control Domotico,Auditorios,192.168.6.254,4/1/1,,,on/off,20,,
549,unknown,Control Domotico,Auditorios,192.168.6.254,4/1/2,,,on/off,20,,
550,unknown,Control Domotico,Auditorios,192.168.6.254,4/1/3,,,on/off,20,,
551,unknown,Control Domotico,Auditorios,192.168.6.254,5/2/0,,,on/off,21,,
552,unknown,Control Domotico,Auditorios,192.168.6.254,5/2/1,,,on/off,21,,
553,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/0,5/3/12,,on/off,22,,
554,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/1,5/3/13,,on/off,22,,
555,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/2,5/3/14,,on/off,22,,
556,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/3,5/3/15,,on/off,22,,
557,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/4,5/3/16,,on/off,22,,
558,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/5,5/3/17,,on/off,22,,
559,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/6,5/3/18,,on/off,22,,
560,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/7,5/3/19,,on/off,22,,
561,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/12,5/3/0,,on/off,23,,
562,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/13,5/3/1,,on/off,23,,
563,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/14,5/3/2,,on/off,23,,
564,unknown,Control Domotico,Auditorios,192.168.6.254,5/3/15,5/3/3,,on/off,23,,
